TITLE	PUBLISHER	REG_DATE
2013년 2차 시·도경제협의회	기획재정부 정책조정국 지역경제정책과	20131126
2014년 2차 시·도경제협의회	기획재정부 정책조정국 지역경제정책과	20141216
2015년 시·도경제협의회	기획재정부 정책조정국 지역경제정책과	20151029
2016년 시·도경제협의회	기획재정부 정책조정국 지역경제정책과	20161221
외국인 증권투자자금 유출입 모니터링 체계 개선	한국은행 경제통계국 자본이동분석팀	20121204
5개 종합금융회사 업무 정지 및 금융시장 안정을 위한 보완대책	재정경제원 금융정책실 자금시장과	19971210
30년물 국고채 발행 방안	기획재정부 국고국 국채과	20120725
외환제도 개혁안	재무부 국제금융국 외환정책과 	19941205
제1기 중장기전략위원회의  중장기 정책과제:  2050년  대한민국의 모습	기획재정부 장기전략국 전략기획과	20120501
제2기 중장기전략위원회의 중장기 경제 발전 전략:  유연한 시장경제 시스템으로의 재정비	기획재정부 미래사회정책국 미래정책총괄과	20141121
금융회사의 해외사업 활성화 지원방안	금융위원회 금융정책국 글로벌금융과	20150716
제3기 중장기전략위원회의  중장기전략과제 :  4차 산업혁명, 인구구조 변화, 사회자본	기획재정부 미래경제전략국 미래정책총괄과	20160922
2013년 세법개정&#40;안&#41; 및 중장기 조세정책 방향	기획재정부 세제실 조세정책과 	20130809
1991년도 세법개정 방향	재무부 증권국 증권정책과	19910904
1992년도 세법개정 방향	재무부 세제실 조세정책과	19920902
&#39;95년 세법개정&#40;안&#41;	재정경제원 세제실 조세정책과	19950902
2013년 세법개정&#40;안&#41; 국회 기획재정위원회 의결	기획재정부 세제질 조세정책과	20131231
1996년 상반기 세법개정&#40;안&#41;	재정경제원 세제실 조세정책과	19960424
2014년 세법개정&#40;안&#41;	기획재정부 세제실 조세정책과 	20140806
2017년 경제교육 방향	기획재정부 기획조정실 경제교육홍보팀	20170310
한국경제의 구조조정 종합대책	재정경제부 경제정책국 종합정책과	19980520
1996년도 세법개정&#40;안&#41;	재정경제원 세제실 조세정책과	19960828
금융구조조정 추진방안	금융감독위원회 구조개혁기획단	19980620
&#39;94 외환시장 선진화 방안	재무부 국제금융국 외환정책과	19941013
외환제도 개혁방안&#40;제1단계 외환제도 개혁계획&#41;	재무부 국제금융국 외환정책과 	19940909
2014년도 세법개정안 국회 본회의 상정	기획재정부 세제실 조세정책과	20141204
제2단계 금융자율화 및 개방 계획	재무부 국제금융국 국제금융과	19920630
제3단계 금융자율화 및 시장개방 계획 	재무부 국제금융국 국제금융과 	19930630
2015년 세법개정&#40;안&#41;	기획재정부 세제실 조세정책과	20150806
제2단계 금융구조조정 추진계획	금융감독위원회 조정총괄담당관실	20000925
제7차 무역투자진흥회의 : 중동 순방성과 이행 및  확산방안 발표	기획재정부 정책조정국 정책총괄과	20150319
1997년도 세법개정&#40;안&#41;	재정경제원 세제실 조세정책과	19970826
2015년도 세법개정&#40;안&#41; 국회 본회의 통과	기획재정부 세제실 조세정책과	20151202
제1차 무역투자진흥대책회의 : 무역진흥 및 외국인 투자 유치 대책	산업자원부 무역정책실 무역정책과 	19980327
통화정책방향 : 기준금리 1.25% 유지	한국은행 통화정책국 정책총괄팀 	20161111
2016년 세법개정&#40;안&#41;	기획재정부 세제실 조세정책과	20160728
1998년도 세법개정&#40;안&#41;	재정경제부 세제실 조세정책과	19980905
국유재산 통합관리시스템 구축	기획재정부 국고국 국유재산정책과	20120607
2016년도 세법개정&#40;안&#41; 국회 본회의 통과	기획재정부 세제실 조세정책과	20161202
&#34;조세법령 새로 쓰기&#34;  추진	기획재정부 세제실 조세법령개혁팀	20110425
통화정책방향 : 기준금리 2.00% 유지	한국은행 통화정책국 정책총괄팀	20150115
&#39;99 중산층 육성과 서민층 생활안정을 위한 세법개정&#40;안&#41;	재정경제부 경제정책국 조정1과	19990618
2017년부터  달라지는 금융제도	금융위원회 금융정책국 금융정책과	20161228
통화정책방향 : 기준금리 1.25% 유지	한국은행 통화정책국 정책총괄팀  	20161013
통화정책방향 : 기준금리 1.25% 유지	한국은행 통화정책국 정책총괄팀  	20160909
통화정책방향 : 기준금리 1.25% 유지	한국은행 통화정책국 정책총괄팀  	20160811
통화정책방향 : 기준금리 1.25% 유지	한국은행 통화정책국 정책총괄팀  	20160714
통화정책방향 : 기준금리 1.50%에서 1.25%로 하향 조정	한국은행 통화정책국 정책총괄팀  	20160609
통화정책방향 : 기준금리 1.50% 유지	한국은행 통화정책국 정책총괄팀  	20160513
통화정책방향 : 기준금리 1.50% 유지	한국은행 통화정책국 정책총괄팀  	20160419
통화정책방향 : 기준금리 1.50% 유지	한국은행 통화정책국 정책총괄팀  	20160310
통화정책방향 : 기준금리 1.50% 유지	한국은행 통화정책국 정책총괄팀  	20160216
통화정책방향 : 기준금리 1.50% 유지	한국은행 통화정책국 정책총괄팀  	20160114
통화정책방향 : 기준금리 3.25% 유지	한국은행 정책기획국 정책총괄팀	20111208
2008년 세제개편&#40;안&#41; : 일자리 창출을 위한 경제재도약 세제	기획재정부 세제실 조세정책과	20080901
&#39;95 금융분야 규제완화	재정경제원 금융정책실 금융제도담당관실	19950123
통화정책방향 : 기준금리 3.25% 유지	한국은행 정책기획국 정책총괄팀	20111111
2008년 세제개편&#40;안&#41; 국회 재정위 의결	기획재정부 세제실 조세정책과	20081205
통화정책방향 : 기준금리 3.25% 유지	한국은행 정책기획국 정책총괄팀	20111013
통화정책방향 : 기준금리 3.25% 유지	한국은행 정책기획국 정책총괄팀	20110908
통화정책방향 : 기준금리 3.25% 유지	한국은행 정책기획국 정책총괄팀	20110811
통화정책방향 : 기준금리 3.25% 유지	한국은행 정책기획국 정책총괄팀	20110714
2016년부터 달라지는 금융제도	금융위원회 금융정책국 금융정책과	20151224
`96 금융분야 규제완화	재정경제원 금융정책실 금융제도담당관실	19960724
1999년도 세제개편&#40;안&#41;	재정경제부 세제실 조세정책과	19990828
2009년 세제개편&#40;안&#41; : 민생안정·미래도약	기획재정부 세제실 조세정책과	20090825
정책펀드 운용 효율화 방안	기획재정부 재정정책국 재정정책과	20110928
&#39;92년  금융규제 완화	재무부 감사관실 감사담당관실	19921013
중소기업에 대한 금융세제지원현황과 대책	재무부	19911125
2009년 세제개편&#40;안&#41; 국회 재정위 의결	기획재정부 세제실 조세정책과	20091223
통화정책방향 : 기준금리 1.50% 유지	한국은행 통화정책국 정책총괄팀  	20151210
통화정책방향 : 기준금리 1.50% 유지	한국은행 통화정책국 정책총괄팀  	20151112
통화정책방향 : 기준금리 1.50% 유지	한국은행 통화정책국 정책총괄팀	20151015
통화정책방향 : 기준금리 1.50% 유지	한국은행 통화정책국 정책총괄팀  	20150911
통화정책방향 : 기준금리 1.50% 유지	한국은행 통화정책국 정책총괄팀	20150813
통화정책방향 : 기준금리 1.50% 유지	한국은행 통화정책국 정책총괄팀	20150709
통화정책방향 : 기준금리 1.75%에서 1.50%로 하향 조정	한국은행 통화정책국 정책총괄팀	20150611
통화정책방향 : 기준금리 1.75% 유지	한국은행 통화정책국 정책총괄팀  	20150515
통화정책방향 : 기준금리 1.75% 유지	한국은행 통화정책국 정책총괄팀  	20150409
통화정책방향 : 기준금리 2.00%에서 1.75%로 하향 조정	한국은행 통화정책국 정책총괄팀  	20150312
통화정책방향 : 기준금리 2.00% 유지	한국은행 통화정책국 정책총괄팀  	20150217
제5차 무역투자진흥회의 : 맞춤형 지역경제 활성화 대책	기획재정부 정책조정국 정책조정총괄과	20140313
2010년 세제개편&#40;안&#41; : 일자리 창출·서민생활 안정	기획재정부 세제실 조세정책과	20100824
중소기업 구조개선사업 재원조달 및 지원계획	재무부 이재국 중소금융과	19930409
금융·기업 구조개혁 촉진방안	재정경제부 금융정책국 금융정책과	19980415
2010년 세제개편&#40;안&#41; 국회 재정위 의결	기획재정부 세제실 조세정책과	20101207
중소기업에 대한 외환규제 개선방안	재무부 국제금융국 외환정책과	19930616
중소기업 자금애로 실태 점검 계획	재무부 이재국 중소금융과	19930817
금융업의 이용개선방안	재무부	19911030
2015년부터 달라지는 금융제도	금융위원회 기획조정관실 규제개혁법무담당관실	20141226
중소기업 상업어음할인 지원자금 공급	재무부 이재국 중소금융과	19940318
2011년 세법개정&#40;안&#41;	기획재정부 세제실 조세정책과	20110907
중소기업 신용보증지원 확충을 위한 정부출연 확대	재무부 금융국 중소금융과	19940530
지방공기업 경영혁신 촉진방안	기획예산처 정부개혁실 행정3팀	20010725
통화정책방향 : 기준금리 2.50%에서 2.75%로 상향조정	한국은행 정책기획국 정책총괄팀	20110113
통화정책방향 : 기준금리 2.75% 유지	한국은행 정책기획국 정책총괄팀	20110211
통화정책방향 : 기준금리 2.75%에서 3.00%로 상향조정	한국은행 정책기획국 정책총괄팀	20110310
통화정책방향 : 기준금리 3.00% 유지	한국은행 정책기획국 정책총괄팀	20110412
2001년 공기업 및 산하기관 경영혁신 추진계획	기획예산처 정부개혁실 행정1팀	20010430
통화정책방향 : 기준금리 3.00% 유지	한국은행 정책기획국 정책총괄팀	20110513
통화정책방향 : 기준금리 3.00%에서 3.25%로 상향조정	한국은행 정책기획국 정책총괄팀	20110610
2002년 공기업 및 산하기관 경영혁신 추진	기획예산처 정부개혁실 행정1팀 	20020425
